input_row	EID	str_row_ion	compounds	compound_names	input_row	m/z	retention_time	p_value	statistic	CompoundID_from_user
row899	E573	row899_M[1+];row907_M+H[1+]	C00661;C00111;C00118	DL-Glyceraldehyde 3-phosphate$Dihydroxyacetone phosphate$Glyceraldehyde 3-phosphate	row899	169.9967	24.0	0.194457972983	-1.35	AE_pos_169.9967_24
row900	E578	row900_M+H[1+]	C00547;C00314	Norepinephrine$Pyridoxine	row900	170.0808	60.0	0.391427205242	0.88	AE_pos_170.0808_60
row907	E573	row899_M[1+];row907_M+H[1+]	C00661;C00111;C00118	DL-Glyceraldehyde 3-phosphate$Dihydroxyacetone phosphate$Glyceraldehyde 3-phosphate	row907	171.0051	34.0	0.981948479346	-0.02	AE_pos_171.0051_34
row910	E387	row637_M(C13)+H[1+];row910_M+Na[1+]	C00418	(R)-Mevalonate	row910	171.062	142.0	0.0634185223001	1.99	AE_pos_171.062_142
row944	E598	row944_M+H[1+]	C14040	1-Nitronaphthalene	row944	174.0539	286.0	0.264227810821	1.16	AE_pos_174.0539_286
row944	E600	row944_M+Na[1+]	CE5665	leukoaminochrome	row944	174.0539	286.0	0.264227810821	1.16	AE_pos_174.0539_286
row951	E437	row681_M+H[1+];row951_M+Na[1+]	C00379;C00532	Xylitol$L-Arabinitol	row951	175.0582	66.0	0.000101128772525	-5.13	AE_pos_175.0582_66
row952	E438	row952_M+Na[1+]	C00379;C00532	Xylitol$L-Arabinitol	row952	175.0579	269.0	0.507836855181	0.68	AE_pos_175.0579_269
row956	E25	row956_M+H[1+]	C00437	N2-Acetyl-L-ornithine	row956	175.1094	533.0	0.0140082909645	2.76	AE_pos_175.1094_533
row956	E609	row956_M+Na[1+]	C02452;C11409;C02759;C00964	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(+)-trans-Carveol; (4S,6R)-trans-Carveol$$(-)-trans-Carveol	row956	175.1094	533.0	0.0140082909645	2.76	AE_pos_175.1094_533
row957	E610	row957_M+H[1+];row970_M(C13)+H[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid	row957	175.1183	50.0	7.28044832142e-05	-5.29	AE_pos_175.1183_50
row961	E612	row961_M+Na[1+]	C01962	Thiocysteine	row961	175.9794	24.0	0.144577269068	-1.53	AE_pos_175.9794_24
row962	E617	row962_M+H[1+]	C05520	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid	row962	176.0544	300.0	1.56030655654e-08	10.41	AE_pos_176.0544_300
row962	E622	row962_M+H[1+];row979_M(C13)+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate	row962	176.0544	300.0	1.56030655654e-08	10.41	AE_pos_176.0544_300
row964	E449	row964_M+Na[1+]	C03758	Dopamine	row964	176.0688	538.0	0.000169976030479	-4.87	AE_pos_176.0688_538
row965	E60	row965_M+H[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde	row965	176.0692	71.0	0.0009024908315	4.06	AE_pos_176.0692_71
row965	E444	row965_M+Na[1+]	C03758	Dopamine	row965	176.0692	71.0	0.0009024908315	4.06	AE_pos_176.0692_71
row966	E61	row966_M+H[1+]	C00954;C05634	Indole-3-acetate$5-Hydroxyindoleacetaldehyde	row966	176.069	240.0	0.000344507423529	4.53	AE_pos_176.069_240
row966	E446	row966_M+Na[1+]	C03758	Dopamine	row966	176.069	240.0	0.000344507423529	4.53	AE_pos_176.069_240
row970	E610	row957_M+H[1+];row970_M(C13)+H[1+]	C00062;C00792	L-Arginine$D-Arginine; D-2-Amino-5-guanidinovaleric acid	row970	176.1216	39.0	8.83336811258e-14	-23.32	AE_pos_176.1216_39
row979	E622	row962_M+H[1+];row979_M(C13)+H[1+]	C01045;C01042	N-Formyl-L-glutamate$N-Acetyl-L-aspartate	row979	177.0595	275.0	0.00395261182331	3.36	AE_pos_177.0595_275
row994	E456	row994_M+Na[1+]	C00135	L-Histidine	row994	178.0582	47.0	0.0299851293454	2.38	AE_pos_178.0582_47
row995	E627	row995_M+H[1+]	CE1918;CE5629	5-hydroxytryptophol$1,2-dehydrosalsolinol	row995	178.0853	64.0	0.916988884671	-0.11	AE_pos_178.0853_64
row1002	E633	row1002_M+Na[1+]	C14099;C14090	2-Naphthaldehyde; 2-Naphthalenecarboxaldehyde$1-Naphthaldehyde; 1-Formylnaphthalene	row1002	179.0481	95.0	0.017974017755	-2.64	AE_pos_179.0481_95
row1002	E634	row1002_M+H[1+]	C01419	Cys-Gly	row1002	179.0481	95.0	0.017974017755	-2.64	AE_pos_179.0481_95
row1009	E638	row1009_M+H[1+]	CE5536;C01586	adrenochrome$Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid	row1009	180.0645	233.0	0.000293634515425	-4.6	AE_pos_180.0645_233
row1012	E639	row1012_M+H[1+];row7822_M(C13)+H[1+]	C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol	row1012	180.1011	66.0	6.75882496631e-07	7.88	AE_pos_180.1011_66
row1020	E44	row1020_M+H[1+]	C13747;C07480;C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	1,7-Dimethylxanthine; Paraxanthine$$D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose	row1020	181.0712	502.0	0.165105022347	-1.45	AE_pos_181.0712_502
row1020	E485	row1020_M+Na[1+]	CE4970;CE4968	2-methylbutyrylglycine$isovalerylglycine	row1020	181.0712	502.0	0.165105022347	-1.45	AE_pos_181.0712_502
row1021	E648	row1021_M+Na[1+]	C01601		row1021	181.1215	555.0	0.515642426893	-0.66	AE_pos_181.1215_555
row1032	E649	row1032_M+Na[1+];row5505_M+H[1+]	C03087	5-Acetamidopentanoate	row1032	182.0805	56.0	0.702391876689	0.39	AE_pos_182.0805_56
row1032	E652	row1032_M+H[1+]	C00082;CE2174	L-Tyrosine$	row1032	182.0805	56.0	0.702391876689	0.39	AE_pos_182.0805_56
row1044	E657	row1044_M+H[1+]	C05689;C05698	Se-Methylselenocysteine$Selenohomocysteine	row1044	183.9876	456.0	0.544885853115	0.62	AE_pos_183.9876_456
row1045	E656	row1045_M+H[1+]	C05689;C05698	Se-Methylselenocysteine$Selenohomocysteine	row1045	183.9876	35.0	0.522035999342	-0.65	AE_pos_183.9876_35
row1062	E658	row1062_M+H[1+]	C03232	3-Phosphohydroxypyruvate	row1062	184.9846	23.0	0.0592205683116	2.03	AE_pos_184.9846_23
row1063	E522	row1063_M+Na[1+]	C15606	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	row1063	185.023	41.0	0.0727167431274	1.92	AE_pos_185.023_41
row1065	E660	row1065_M+H[1+]	C00588;C05594	Choline phosphate$3-Methoxy-4-hydroxyphenylethyleneglycol	row1065	185.0799	63.0	0.200082378268	1.34	AE_pos_185.0799_63
row1066	E662	row1066_M+H[1+]	C00588;C05594	Choline phosphate$3-Methoxy-4-hydroxyphenylethyleneglycol	row1066	185.0807	256.0	0.510384621477	0.67	AE_pos_185.0807_256
row1067	E663	row1067_M+H[1+]	C00588;C05594	Choline phosphate$3-Methoxy-4-hydroxyphenylethyleneglycol	row1067	185.0806	513.0	0.967204745678	0.04	AE_pos_185.0806_513
row1072	E671	row1072_M+H[1+]	C01005;C02532	O-Phospho-L-serine$D-O-Phosphoserine	row1072	186.0165	192.0	0.114582001544	1.67	AE_pos_186.0165_192
row1073	E673	row1073_M+H[1+];row6828_M(C13)+H[1+]	C04409	2-Amino-3-carboxymuconate semialdehyde	row1073	186.0415	162.0	0.00654063278308	-3.12	AE_pos_186.0415_162
row1089	E551	row1089_M+Na[1+]	C00079;CE2172	L-Phenylalanine$	row1089	188.0688	81.0	0.867182290991	0.17	AE_pos_188.0688_81
row1090	E546	row1090_M+Na[1+];row852_M+H[1+]	C06199	Hordenine; 4-[2-(Dimethylamino)ethyl]phenol	row1090	188.1063	178.0	0.0527638544598	-2.09	AE_pos_188.1063_178
row1091	E547	row1091_M+Na[1+];row853_M+H[1+]	C06199	Hordenine; 4-[2-(Dimethylamino)ethyl]phenol	row1091	188.1062	504.0	0.0687453660728	-1.95	AE_pos_188.1062_504
row1095	E680	row1095_M+Na[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde	row1095	189.0515	73.0	0.992784590304	0.01	AE_pos_189.0515_73
row1096	E681	row1096_M+Na[1+]	C05581	3-Methoxy-4-hydroxyphenylacetaldehyde	row1096	189.0517	330.0	0.634209681789	-0.49	AE_pos_189.0517_330
row1101	E685	row1101_M+H[1+]	C02727	N6-Acetyl-L-lysine	row1101	189.122	548.0	0.591762889934	0.55	AE_pos_189.122_548
row1108	E563	row1108_M+Na[1+];row875_M+H[1+]	C00250	Pyridoxal	row1108	190.0486	152.0	0.802152306579	0.25	AE_pos_190.0486_152
row1108	E686	row1108_M+H[1+]	C01717;C14800;C14802	4-Hydroxy-2-quinolinecarboxylic acid$1-Nitronaphthalene-5,6-oxide$1-Nitronaphthalene-7,8-oxide	row1108	190.0486	152.0	0.802152306579	0.25	AE_pos_190.0486_152
row1115	E689	row1115_M+H[1+]	CE1562	5,6-indolequinone-2-carboxylate	row1115	191.0216	337.0	0.119592004281	-1.64	AE_pos_191.0216_337
row1116	E688	row1116_M+H[1+]	CE1562	5,6-indolequinone-2-carboxylate	row1116	191.0216	25.0	0.636530247142	-0.48	AE_pos_191.0216_25
row1119	E692	row1119_M+H[1+]	C05829		row1119	191.0647	105.0	0.00220067986141	3.64	AE_pos_191.0647_105
row1136	E703	row1136_M+Na[1+]	C06607	Diethylthiophosphoric acid; DETP	row1136	193.0053	537.0	0.83625840443	-0.21	AE_pos_193.0053_537
row1137	E701	row1137_M+Na[1+]	C06607	Diethylthiophosphoric acid; DETP	row1137	193.0057	26.0	0.941340410695	-0.07	AE_pos_193.0057_26
row1154	E82	row1154_M+H[1+];row5324_M+H+Na[2+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde	row1154	194.0805	236.0	0.350468575343	0.96	AE_pos_194.0805_236
row1178	E54	row1178_M+Na[1+]	C02734	Phenolic phosphate; Phenylphosphate	row1178	196.9994	118.0	0.425286231662	-0.82	AE_pos_196.9994_118
row1179	E56	row1179_M+Na[1+];row66_M+H+Na[2+]	C02734	Phenolic phosphate; Phenylphosphate	row1179	196.997	528.0	0.0976522267208	1.76	AE_pos_196.997_528
row1182	E92	row1182_M+H[1+]	C16014	cis-Stilbene oxide	row1182	197.0956	86.0	0.949762642082	0.06	AE_pos_197.0956_86
row1185	E616	row1185_M+Na[1+]	C05520;C01045;C01042	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid$N-Formyl-L-glutamate$N-Acetyl-L-aspartate	row1185	198.0389	168.0	0.988713598914	0.01	AE_pos_198.0389_168
row1235	E717	row1235_M+Na[1+]	C00329	D-Glucosamine	row1235	202.0667	43.0	0.0178230824363	-2.64	AE_pos_202.0667_43
row1239	E276	row1239_M+HCOONa[1+];row447_M+H[1+]	CE0520;C01801	(R)-glycerol 1-acetate$Deoxyribose	row1239	203.0517	59.0	2.67774722093e-06	-7.06	AE_pos_203.0517_59
row1239	E636	row1239_M+Na[1+]	C00031;C00221;C00247;C02336;C00267;C00738;C00936;C00095;C00962;C01582;C00795;C00137;C00293;C00124;C00984;C00159	D-Glucose$beta-D-Glucose$L-Sorbose; L-xylo-Hexulose$beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose$alpha-D-Glucose$D-Hexose$$D-Fructose$beta-D-Galactose$Galactose$D-Tagatose; lyxo-Hexulose$myo-Inositol$Glucose$D-Galactose$alpha-D-Galactose$D-Mannose	row1239	203.0517	59.0	2.67774722093e-06	-7.06	AE_pos_203.0517_59
row1242	E116	row1242_M+H[1+];row1246_M(C13)+H[1+]	C00750	Spermine	row1242	203.2222	45.0	0.0735542630628	1.91	AE_pos_203.2222_45
row1246	E116	row1242_M+H[1+];row1246_M(C13)+H[1+]	C00750	Spermine	row1246	204.2258	42.0	0.604421836698	0.53	AE_pos_204.2258_42
row1254	E722	row1254_M+H[1+];row7257_M(C13)+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan	row1254	205.096	69.0	0.180272302014	1.4	AE_pos_205.096_69
row1270	E661	row1270_M+Na[1+]	C00588;C05594	Choline phosphate$3-Methoxy-4-hydroxyphenylethyleneglycol	row1270	207.0649	83.0	0.396678388342	-0.87	AE_pos_207.0649_83
row1300	E736	row1300_M+H[1+]	C02305	Phosphocreatine; N-Phosphocreatine; Creatine phosphate	row1300	212.0419	385.0	4.60561030302e-06	6.76	AE_pos_212.0419_385
row1311	E719	row1311_M+H+Na[2+];row2201_M+Na[1+]	C05983	Propinol adenylate; Propionyladenylate	row1311	213.5447	140.0	0.873195441729	0.16	AE_pos_213.5447_140
row1333	E81	row1333_M+Na[1+]	C16595;C16587	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one$3-Carbamoyl-2-phenylpropionaldehyde	row1333	216.0629	168.0	8.30769425542e-08	9.23	AE_pos_216.0629_168
row1333	E84	row1333_M+H[1+];row5851_M+HCOONa[1+]	C01233	sn-Glycero-3-phosphoethanolamine	row1333	216.0629	168.0	8.30769425542e-08	9.23	AE_pos_216.0629_168
row1341	E741	row1341_M+H[1+]	pcrn	propionyl-carnitine	row1341	218.1379	170.0	0.720167258489	0.36	AE_pos_218.1379_170
row1343	E89	row1343_M+H[1+]	4nphsf	4-Nitrophenyl sulfate	row1343	218.9836	481.0	0.0262900521715	-2.45	AE_pos_218.9836_481
row1365	E758	row1365_M(C13)+2H[2+];row2238_M+H[1+];row2240_M(C13)+H[1+];row2294_M+Na[1+];row5715_M+2H[2+]	C00504	Folate	row1365	222.0768	159.0	0.292147228307	1.09	AE_pos_222.0768_159
row1370	E765	row1370_M+H[1+]	C02291;C00542	L-Cystathionine$Cystathionine	row1370	223.0731	518.0	4.1988015422e-07	-8.17	AE_pos_223.0731_518
row1378	E766	row1378_M+Na[1+]	C03494	D-Erythritol 4-phosphate; L-Erythritol 1-phosphate	row1378	225.0138	221.0	0.000175843877445	4.85	AE_pos_225.0138_221
row1423	E730	row1423_M+Na[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine	row1423	231.0727	146.0	0.188083046987	-1.37	AE_pos_231.0727_146
row1429	E780	row1429_M+Na[1+]	C16420	4-Acetamido-2-amino-6-nitrotoluene	row1429	232.0707	61.0	0.00775496791243	-3.04	AE_pos_232.0707_61
row1430	E774	row1430_M+H[1+]	C05932	N-Succinyl-L-glutamate 5-semialdehyde; (2S)-2-(3-Carboxypropanoylamino)-5-oxopentanoic acid	row1430	232.0807	73.0	0.0575506740585	-2.05	AE_pos_232.0807_73
row1434	E781	row1434_M+Na[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol	row1434	233.0799	177.0	0.246284569624	-1.2	AE_pos_233.0799_177
row1451	E555	row1451_M+HCOONa[1+];row863_M+H[1+]	C11924	Perillic acid	row1451	235.0928	154.0	3.32736635211e-15	28.76	AE_pos_235.0928_154
row1453	E783	row1453_M+H[1+]	C07073	Lidocaine	row1453	235.1796	186.0	0.141564092619	-1.55	AE_pos_235.1796_186
row1467	E784	row1467_M+Na[1+];row4973_M+H+Na[2+]	C16015	(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol	row1467	237.0899	55.0	1.2547750727e-09	-12.42	AE_pos_237.0899_55
row1493	E791	row1493_M+HCOONa[1+];row7668_M+H[1+]	C02637	3-Dehydroshikimate	row1493	241.0296	57.0	0.603859146065	0.53	AE_pos_241.0296_57
row1493	E793	row1493_M+H[1+];row1499_M(C13)+H[1+];row5365_M(C13)+2H[2+];row7211_M+2H[2+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid	row1493	241.0296	57.0	0.603859146065	0.53	AE_pos_241.0296_57
row1499	E793	row1493_M+H[1+];row1499_M(C13)+H[1+];row5365_M(C13)+2H[2+];row7211_M+2H[2+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid	row1499	242.0334	61.0	0.603779142807	-0.53	AE_pos_242.0334_61
row1510	E803	row1510_M+H[1+];row6928_M+Na[1+]	C00120	Biotin; D-Biotin; Vitamin H; Coenzyme R	row1510	245.0965	60.0	0.0162169963208	-2.69	AE_pos_245.0965_60
row1536	E817	row1536_M+H[1+]	nrpphrsf	Sulfate derivative of norepinephrine	row1536	250.0367	207.0	0.527520023789	-0.65	AE_pos_250.0367_207
row1537	E818	row1537_M+H[1+]	nrpphrsf	Sulfate derivative of norepinephrine	row1537	250.0367	536.0	0.130751500426	1.59	AE_pos_250.0367_536
row1538	E175	row1538_M+H[1+];row312_M+2H[2+];row4977_M(C13)+2H[2+]	C00627	Pyridoxine 5'-phosphate	row1538	250.0485	164.0	0.849389884164	-0.19	AE_pos_250.0485_164
row1540	E819	row1540_M+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E	row1540	250.0908	64.0	0.622938469424	-0.5	AE_pos_250.0908_64
row1541	E822	row1541_M+H[1+];row1547_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E	row1541	250.092	355.0	0.351978698876	0.96	AE_pos_250.092_355
row1545	E826	row1545_M+H[1+];row6909_M[1+]	C00669	gamma-L-Glutamyl-L-cysteine	row1545	251.068	337.0	0.180348706314	-1.4	AE_pos_251.068_337
row1546	E823	row1546_M+H[1+];row1551_M(C13)+H[1+]	C00669	gamma-L-Glutamyl-L-cysteine	row1546	251.0695	143.0	0.00260619078299	-3.56	AE_pos_251.0695_143
row1547	E822	row1541_M+H[1+];row1547_M(C13)+H[1+]	C01136;C16255	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide$[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine; S-Acetyldihydrolipoamide-E	row1547	251.0958	334.0	0.929008327263	-0.09	AE_pos_251.0958_334
row1551	E823	row1546_M+H[1+];row1551_M(C13)+H[1+]	C00669	gamma-L-Glutamyl-L-cysteine	row1551	252.0716	151.0	0.117244203846	-1.66	AE_pos_252.0716_151
row1561	E778	row1561_M+Na[1+]	CE1661	gama-L-glutamyl-L-alpha-aminobutyrate	row1561	254.0873	162.0	4.94146924061e-06	-6.72	AE_pos_254.0873_162
row1564	E314	row1564_M+H[1+]	C05844	5-L-Glutamyl-taurine	row1564	255.0634	498.0	5.15926335633e-14	24.14	AE_pos_255.0634_498
row1565	E312	row1565_M+H[1+]	C05844	5-L-Glutamyl-taurine	row1565	255.0649	85.0	0.0101444935308	-2.91	AE_pos_255.0649_85
row1586	E235	row1586_M+H[1+]	C00352;C12214;C06377	D-Glucosamine 6-phosphate$Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate$D-Galactosamine 6-phosphate	row1586	260.0516	509.0	5.62597584952e-09	11.19	AE_pos_260.0516_509
row1587	E814	row1587_M+H+Na[2+];row2360_M+H[1+];row2439_M+HCOONa[1+]	C14803;C14806;C14804;C14805	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene$1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene$1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene$1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	row1587	260.0611	47.0	0.823879156416	0.23	AE_pos_260.0611_47
row1588	E837	row1588_M+Na[1+]	CE2847;C03684;C00835	fructoseglycine$6-Pyruvoyl-5,6,7,8-tetrahydropterin$Sepiapterin	row1588	260.073	212.0	0.0986415932379	1.75	AE_pos_260.073_212
row1593	E236	row1593_M+Na[1+];row1832_M+HCOONa[1+];row5361_M+2H[2+];row6256_M+H[1+]	C07501	Felbamate	row1593	261.0862	62.0	0.0415587867135	-2.22	AE_pos_261.0862_62
row1598	E244	row1598_M+Na[1+]	C16196	1,2-Dihydroxynaphthalene-6-sulfonate	row1598	262.9976	556.0	0.0630652047591	2.0	AE_pos_262.9976_556
row1599	E794	row1599_M+Na[1+]	C00491	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid	row1599	263.0127	88.0	0.999575245536	-0.0	AE_pos_263.0127_88
row1600	E838	row1600_M+HCOONa[1+];row5709_M+Na[1+]	C00618;C06472;C00191	3-Dehydro-L-gulonate$L-Iduronic acid$D-Glucuronate	row1600	263.0354	31.0	0.679125480771	0.42	AE_pos_263.0354_31
row1625	E369	row1625_M+H[1+]	C14556;C14849;C14851;C14850	9-Hydroxybenzo[a]pyrene$Benzo[a]pyrene-9,10-oxide; Benzo[a]pyrene-9,10-epoxide$Benzo[a]pyrene-4,5-oxide; Benzo[a]pyrene-4,5-epoxide$Benzo[a]pyrene-7,8-oxide; Benzo[a]pyrene-7,8-epoxide	row1625	269.0983	339.0	0.948473559585	0.07	AE_pos_269.0983_339
row1639	E824	row1639_M+Na[1+]	C00669	gamma-L-Glutamyl-L-cysteine	row1639	273.0514	195.0	0.0119604672679	-2.83	AE_pos_273.0514_195
row1645	E302	row1645_M+H[1+];row5412_M+2H[2+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol	row1645	273.1837	478.0	0.548136850031	0.61	AE_pos_273.1837_478
row1646	E301	row1646_M+H[1+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol	row1646	273.1838	214.0	0.16452089684	1.46	AE_pos_273.1838_214
row1648	E843	row1648_M+Na[1+]	C00559;C05198	Deoxyadenosine$5'-Deoxyadenosine	row1648	274.0913	344.0	0.906576548317	0.12	AE_pos_274.0913_344
row1649	E842	row1649_M+Na[1+]	C00559;C05198	Deoxyadenosine$5'-Deoxyadenosine	row1649	274.0914	94.0	0.00022366287284	-4.74	AE_pos_274.0914_94
row1654	E829	row1654_M+Na[1+]	C05648	5-Hydroxy-N-formylkynurenine; 5-Hydroxy-N-formyl-L-kynurenine	row1654	275.0662	133.0	1.15954044999e-05	-6.25	AE_pos_275.0662_133
row1666	E188	row1666_M+Na[1+]	C16582;C16584	2-Hydroxyfelbamate$p-Hydroxyfelbamate	row1666	277.0784	527.0	0.000727099697269	-4.17	AE_pos_277.0784_527
row1667	E186	row1667_M+Na[1+];row6539_M(C13)+H[1+]	C16582;C16584	2-Hydroxyfelbamate$p-Hydroxyfelbamate	row1667	277.0812	65.0	5.11942251798e-07	-8.05	AE_pos_277.0812_65
row1675	E832	row1675_M+Na[1+]	C03150;C04874	N-Ribosylnicotinamide$Dihydroneopterin	row1675	278.0866	245.0	0.00135932074871	-3.87	AE_pos_278.0866_245
row1695	E234	row1695_M+Na[1+]	C00352;C12214;C06377	D-Glucosamine 6-phosphate$Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate$D-Galactosamine 6-phosphate	row1695	282.0332	151.0	0.000314373084932	-4.57	AE_pos_282.0332_151
row1725	E345	row1725_M+H[1+]	C14852	Benzo[a]pyrene-7,8-diol; Benzo[a]pyrene-7,8-dihydrodiol	row1725	287.1089	183.0	0.249387944744	1.2	AE_pos_287.1089_183
row1743	E854	row1743_M+Na[1+]	CE2065	acetylcarnosine	row1743	290.0989	62.0	0.434522846295	0.8	AE_pos_290.0989_62
row1795	E396	row1795_M+Na[1+]	C08249	Pyrimidine 5'-deoxynucleotide	row1795	300.0466	92.0	3.1189118974e-09	-11.66	AE_pos_300.0466_92
row1796	E861	row1796_M+Na[1+]	C01449	Queuine; Base Q	row1796	300.106	62.0	0.0160801324137	2.69	AE_pos_300.106_62
row1798	E863	row1798_M+H[1+];row1807_M(C13)+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine	row1798	300.2883	107.0	5.0530953523e-05	-5.48	AE_pos_300.2883_107
row1806	E865	row1806_M+H[1+]	C00777;C15493	Retinoate$9-cis-Retinoic acid	row1806	301.2146	362.0	0.291206704076	-1.09	AE_pos_301.2146_362
row1806	E870	row1806_M+Na[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate	row1806	301.2146	362.0	0.291206704076	-1.09	AE_pos_301.2146_362
row1807	E863	row1798_M+H[1+];row1807_M(C13)+H[1+]	C02934;C00319	3-Dehydrosphinganine$Sphingosine	row1807	301.2916	107.0	0.0580303917546	-2.04	AE_pos_301.2916_107
row1810	E872	row1810_M+H[1+]	C00836	Sphinganine	row1810	302.304	135.0	5.80009311519e-06	-6.63	AE_pos_302.304_135
row1829	E881	row1829_M+H[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine	row1829	306.2626	168.0	0.929251350244	0.09	AE_pos_306.2626_168
row1831	E884	row1831_M+2H[2+];row1834_M(C13)+2H[2+];row2490_M+H[1+];row2491_M(C13)+H[1+];row2514_M+Na[1+]	C00127	Oxidized glutathione	row1831	307.0828	295.0	1.84861860259e-12	-19.16	AE_pos_307.0828_295
row1832	E236	row1593_M+Na[1+];row1832_M+HCOONa[1+];row5361_M+2H[2+];row6256_M+H[1+]	C07501	Felbamate	row1832	307.0882	67.0	0.823128563863	-0.23	AE_pos_307.0882_67
row1834	E884	row1831_M+2H[2+];row1834_M(C13)+2H[2+];row2490_M+H[1+];row2491_M(C13)+H[1+];row2514_M+Na[1+]	C00127	Oxidized glutathione	row1834	307.5834	295.0	1.41998206213e-23	-96.72	AE_pos_307.5834_295
row1837	E450	row1837_M+H[1+];row1909_M+Na[1+];row698_M+2H[2+]	C00051	Reduced glutathione	row1837	308.0896	97.0	4.58508852722e-13	-20.98	AE_pos_308.0896_97
row1844	E894	row1844_M+H[1+]	C00270	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	row1844	310.1122	391.0	0.402593944582	0.86	AE_pos_310.1122_391
row1845	E892	row1845_M+H[1+]	C00270	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	row1845	310.1131	110.0	0.00546366840754	-3.21	AE_pos_310.1131_110
row1853	E165	row1853_M+HCOONa[1+];row5821_M+Na[1+]	CE5869	lysyl-proline	row1853	313.1611	90.0	0.309670870406	-1.05	AE_pos_313.1611_90
row1856	E904	row1856_M+H[1+]	C04640	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	row1856	314.0776	161.0	0.485708433097	-0.71	AE_pos_314.0776_161
row1877	E911	row1877_M+H[1+]	C05606	Melanin	row1877	319.0715	405.0	0.953146761656	-0.06	AE_pos_319.0715_405
row1881	E912	row1881_M+Na[1+]	C00170	5-Methylthioadenosine	row1881	320.0817	107.0	4.57966118657e-06	-6.76	AE_pos_320.0817_107
